client_product,iwd_product,article_number,combined_score
River Cola Zero/ Light koffeinhaltig sort.,GOURMET FINEST CUISINE Gemüse mit Fisch im Bratbeutel Wolfsbarsch- oder Doradenfilet,550594,0.4350000023841858
River Cola Zero/ Light koffeinhaltig sort.,"GOLDEN SEAFOOD Doraden, 1000 g + 35 g Gewürzsalz",199241,0.4329999983310699
River Cola Zero/ Light koffeinhaltig sort.,GOURMET FINEST CUISINE Mini Pack Thunfisch Bonito del Norte in Olivenöl,592125,0.4269999861717224
River Cola Mix/ Mix Zero koffeinhaltig sort.,"BARISSIMO Kaffee Bio Fairtrade gemahlen, 2x250g",451102,0.5479999780654907
River Cola Mix/ Mix Zero koffeinhaltig sort.,ALMARE SEAFOOD MSC Thunfischfilets Premium in Bio-Sonnenblumenöl o. Natur,522080,0.5189999938011169
River Cola Mix/ Mix Zero koffeinhaltig sort.,"STARBUCKS Coffee Caffè Latte u. Caramel Macchiato Flavour, 750ml",502690,0.5049999952316284
River Cola Mix/ Mix Zero koffeinhaltig sort.,"VALENSINA Einfach Schorle, Apfel-Zitrone, Apfel-Kirsche, BO",657328,0.4900000095367432
River Cola Mix/ Mix Zero koffeinhaltig sort.,GOURMET FINEST CUISINE Mini Pack Thunfisch Bonito del Norte in Olivenöl,592125,0.449999988079071
Flirt Limonade Zero sort.,"FLIRTEA Izetea verschiedene Sorten, 0,70/Liter",540390,0.6800000071525574
Flirt Limonade Zero sort.,FUNNY FRISCH Spezialitäten verschiedene Sorten,592189,0.5070000290870667
Flirt Limonade Zero sort.,"Gut drei Eichen Mini Teller, verschiedene Sorten, PK",203990,0.4429999887943268
Flirt Limonade Zero sort.,HARIBO Happy Cola Fruit/Saurer Zoo,523082,0.4399999976158142
Flirt Limonade Zero sort.,LE GUSTO Fix Spaghetti Bolognese 37g,435076,0.4259999990463257
Rieser Urwasser,Mikado versch. Sorten,113194,0.4460000097751617
Rieser Urwasser,"Laugenstange, Laugengebäck, Stück",187409,0.4280000030994415
Rieser Urwasser,Dinkelbürli,270407,0.4110000133514404
Rieser Urwasser,"Spitzweck Weizenbrötchen, Stück",263393,0.4009999930858612
Rieser Urwasser,TILLMAN'S Toasty Käse,648856,0.3959999978542328
Quellbrunn Aqua to go Sportscap sort.,"Flabatta Weizengebäck, Stück",541000,0.5460000038146973
Quellbrunn Aqua to go Sportscap sort.,"VALENSINA Einfach Schorle, Apfel-Zitrone, Apfel-Kirsche, BO",657328,0.4979999959468842
Quellbrunn Aqua to go Sportscap sort.,"Schinken-Käse-Croissant Plunderhörnchen gefüllt, mit Schinken und Käse, Stück",187150,0.4939999878406525
Quellbrunn Aqua to go Sportscap sort.,"Laugenstange, Laugengebäck, Stück",187409,0.4930000007152557
Quellbrunn Aqua to go Sportscap sort.,ALMARE SEAFOOD Thunfisch in Sonnenblumenöl 195g,309666,0.4819999933242798
Aqua Select Mineralwasser sort.,"NUR NUR NATUR Bio-Salami 80 g, PK",521282,0.4760000109672546
Aqua Select Mineralwasser sort.,"BIO NATURLAND Bio-Karotten Klasse: I, 1 kg, DE-ÖKO-044, Ursprung: s. Etikett",495578,0.4420000016689301
Aqua Select Mineralwasser sort.,Bio-Salami Milano 80g,616784,0.4169999957084656
Aqua Select Mineralwasser sort.,Nur Nur Natur Bio-Vollkorn Basmati Reis 500g,494015,0.4099999964237213
Aqua Select Mineralwasser sort.,"MILSANI Fettarmer Joghurt mit L.casei Kulturen, Pur/Vanille, 200 g",202684,0.4040000140666962
Quellbrunn Mineralwasser Still,"MILSANI Deutscher Camembert, 125 g",589036,0.5419999957084656
Quellbrunn Mineralwasser Still,"Laugenstange, Laugengebäck, Stück",187409,0.4810000061988831
Quellbrunn Mineralwasser Still,"VALENSINA Einfach Schorle, Apfel-Zitrone, Apfel-Kirsche, BO",657328,0.4790000021457672
Quellbrunn Mineralwasser Still,Weltmeister- Chia-Brötchen,187626,0.4600000083446503
Quellbrunn Mineralwasser Still,CONDITOREI COPPENRATH & WIESE Dinkelbrötchen 420 g,191892,0.4589999914169312
Quellbrunn Mineralwasser Medium,"MILSANI Dessert & Sahnehaube Schoko / Vanille, 200 g",205634,0.5249999761581421
Quellbrunn Mineralwasser Medium,"MILSANI Deutscher Camembert, 125 g",589036,0.5149999856948853
Quellbrunn Mineralwasser Medium,WAGNER Piccolinis Salami 270g,191543,0.5099999904632568
Quellbrunn Mineralwasser Medium,"MILSANI Milch Drink verschiedene Sorten, zzgl. Pfand = 0,25 EUR",506088,0.5080000162124634
Quellbrunn Mineralwasser Medium,CONDITOREI COPPENRATH & WIESE Dinkelbrötchen 420 g,191892,0.4679999947547913
Quellbrunn Mineralwasser Classic,"MILSANI Deutscher Camembert, 125 g",589036,0.5429999828338623
Quellbrunn Mineralwasser Classic,"TESSINER SENFSAUCE Tessiner Senfsaucen Versch. Sorten, 85 ml",606134,0.5070000290870667
Quellbrunn Mineralwasser Classic,"Rügenwalder Mühle Veganer Schinken Spicker verschiedene Sorten, 80 g",600763,0.4950000047683716
Quellbrunn Mineralwasser Classic,CONDITOREI COPPENRATH & WIESE Dinkelbrötchen 420 g,191892,0.4790000021457672
Quellbrunn Mineralwasser Classic,"GUT DREI EICHEN | GÜLDENHOF Schnitzel-Spezialitäten, verschiedene Sorten, PK",649891,0.4729999899864197
Quellbrunn Mineralwasser Still,"MILSANI Deutscher Camembert, 125 g",589036,0.5419999957084656
Quellbrunn Mineralwasser Still,"Laugenstange, Laugengebäck, Stück",187409,0.4810000061988831
Quellbrunn Mineralwasser Still,"VALENSINA Einfach Schorle, Apfel-Zitrone, Apfel-Kirsche, BO",657328,0.4790000021457672
Quellbrunn Mineralwasser Still,Weltmeister- Chia-Brötchen,187626,0.4600000083446503
Quellbrunn Mineralwasser Still,CONDITOREI COPPENRATH & WIESE Dinkelbrötchen 420 g,191892,0.4589999914169312
Quellbrunn Mineralwasser Medium,"MILSANI Dessert & Sahnehaube Schoko / Vanille, 200 g",205634,0.5249999761581421
Quellbrunn Mineralwasser Medium,"MILSANI Deutscher Camembert, 125 g",589036,0.5149999856948853
Quellbrunn Mineralwasser Medium,WAGNER Piccolinis Salami 270g,191543,0.5099999904632568
Quellbrunn Mineralwasser Medium,"MILSANI Milch Drink verschiedene Sorten, zzgl. Pfand = 0,25 EUR",506088,0.5080000162124634
Quellbrunn Mineralwasser Medium,CONDITOREI COPPENRATH & WIESE Dinkelbrötchen 420 g,191892,0.4679999947547913
Quellbrunn Mineralwasser Classic,"MILSANI Deutscher Camembert, 125 g",589036,0.5429999828338623
Quellbrunn Mineralwasser Classic,"TESSINER SENFSAUCE Tessiner Senfsaucen Versch. Sorten, 85 ml",606134,0.5070000290870667
Quellbrunn Mineralwasser Classic,"Rügenwalder Mühle Veganer Schinken Spicker verschiedene Sorten, 80 g",600763,0.4950000047683716
Quellbrunn Mineralwasser Classic,CONDITOREI COPPENRATH & WIESE Dinkelbrötchen 420 g,191892,0.4790000021457672
Quellbrunn Mineralwasser Classic,"GUT DREI EICHEN | GÜLDENHOF Schnitzel-Spezialitäten, verschiedene Sorten, PK",649891,0.4729999899864197
Alio Ultra Geschirrspülmittel sort.,ALMARE Feine Meeresfrüchte verschiedene Sorten,648143,0.453000009059906
Alio Ultra Geschirrspülmittel sort.,Weltmeister- Chia-Brötchen,187626,0.449999988079071
Alio Ultra Geschirrspülmittel sort.,"MEINE METZGERIE Aufschnitt verschiedene Sorten, PK",486859,0.4469999969005585
Alio Ultra Geschirrspülmittel sort.,MOSER ROTH EISPRALINEN Spaghetti Eis 80g,642253,0.4149999916553497
Alio Ultra Geschirrspülmittel sort.,Obstknoten- beutel,212268,0.3779999911785126
Alio Handgeschirrspülmittel Lemon,"Petersilie glatt Bund, 200g, Ursprung: s. Etikett",511995,0.5740000009536743
Alio Handgeschirrspülmittel Lemon,LE GUSTO Fixprodukte Mix 1 verschiedene Sorten,542134,0.5680000185966492
Alio Handgeschirrspülmittel Lemon,ALMARE Feine Meeresfrüchte verschiedene Sorten,648143,0.5490000247955322
Alio Handgeschirrspülmittel Lemon,WAGNER Flammkuchen Käse Lauch,191542,0.5230000019073486
Alio Handgeschirrspülmittel Lemon,GOURMET FINEST CUISINE Kammmuscheln in Schale 200 g,523392,0.4900000095367432
Alio Klarspüler,Schmälzie Schwäb. Landschinken,489832,0.6480000019073486
Alio Klarspüler,TILLMAN'S Toasty Käse,648856,0.6420000195503235
Alio Klarspüler,Dinkelbürli,270407,0.6119999885559082
Alio Klarspüler,"Spitzweck Weizenbrötchen, Stück",263393,0.6060000061988831
Alio Klarspüler,Obstknoten- beutel,212268,0.546999990940094
Clinair WC Duft-Juwelen sort.,MUCCI Supreme Rich and Creamy versch. Sorten,191415,0.5709999799728394
Clinair WC Duft-Juwelen sort.,"Schnitzel-Spezialitäten, verschiedene Sorten, PK",202778,0.5429999828338623
Clinair WC Duft-Juwelen sort.,"Laugenstange, Laugengebäck, Stück",187409,0.5410000085830688
Clinair WC Duft-Juwelen sort.,Obstknoten- beutel,212268,0.5389999747276306
Clinair WC Duft-Juwelen sort.,"Fladenbrot Weizenkleingebäck, Stück ",659866,0.5019999742507935
Clinair WC-Duftspüler flüssig sort.,MUCCI Supreme Rich and Creamy versch. Sorten,191415,0.5429999828338623
Clinair WC-Duftspüler flüssig sort.,"Schnitzel-Spezialitäten, verschiedene Sorten, PK",202778,0.5379999876022339
Clinair WC-Duftspüler flüssig sort.,"Dill Bund, 120g, Ursprung: s. Etikett",585331,0.5239999890327454
Clinair WC-Duftspüler flüssig sort.,"Rosinenschnecke, Hefekleingebäck mit Quarkfüllung und Rosinen, Stück",263472,0.5139999985694885
Clinair WC-Duftspüler flüssig sort.,"Fladenbrot Weizenkleingebäck, Stück ",659866,0.4939999878406525
Liquair Duftoase Lufterfrischer sort.,"LANDFRIEDE Gewalztee Bandnudeln, glattrigedelt",194462,0.5249999761581421
Liquair Duftoase Lufterfrischer sort.,"Internationale Salami Spezialitäten, verschiedene Sorten, 70 g, PK",540698,0.503000020980835
Liquair Duftoase Lufterfrischer sort.,"Granatapfel Klasse: I, Stück, Ursprung: Peru",227872,0.4869999885559082
Liquair Duftoase Lufterfrischer sort.,"Fußball-Laugenbrötchen Laugengebäck, Stück",187467,0.4740000069141388
Liquair Duftoase Lufterfrischer sort.,Obstknoten- beutel,212268,0.4460000097751617
Alio Geschirrspültabs All-In-One,Weltmeister- Chia-Brötchen,187626,0.5429999828338623
Alio Geschirrspültabs All-In-One,"Karls Krone Malztrunk 0,5l",606988,0.5180000066757202
Alio Geschirrspültabs All-In-One,"Rosinenschnecke, Hefekleingebäck mit Quarkfüllung und Rosinen, Stück",263472,0.5109999775886536
Alio Geschirrspültabs All-In-One,MOSER ROTH EISPRALINEN Spaghetti Eis 80g,642253,0.5
Alio Geschirrspültabs All-In-One,"Dinkel- Sonnenkernweck Dinkelkleingebäck, Stück",263389,0.4670000076293945
Alio Geschirr-Reiniger-Tabs Classic,"IGLO Schlemmerfilet Bordelaise Classici, Bodeleise Knusprig Kross, 380 g",414874,0.5350000262260437
Alio Geschirr-Reiniger-Tabs Classic,EXPRESSI Limited Edition Dessert Varianten verschiedene Sorten,590633,0.5260000228881836
Alio Geschirr-Reiniger-Tabs Classic,"GUT DREI EICHEN | GÜLDENHOF Schnitzel-Spezialitäten, verschiedene Sorten, PK",649891,0.5019999742507935
Alio Geschirr-Reiniger-Tabs Classic,CONDITOREI COPPENRATH & WIESE Dinkelbrötchen 420 g,191892,0.4939999878406525
Alio Geschirr-Reiniger-Tabs Classic,"Apfel Gala Klasse: 1kg, Ursprung: s. Etikett",307345,0.4699999988079071
"Alio Geschirr-Reiniger-Pulver Compact 1,8kg","GUT DREI EICHEN Herzhafte Edelsalami 150 g, PK",202910,0.5329999923706055
"Alio Geschirr-Reiniger-Pulver Compact 1,8kg","WAGNER Steinofen Pizza Mozzarella, 350g 9,69/kg",191521,0.531000018119812
"Alio Geschirr-Reiniger-Pulver Compact 1,8kg","DELIKATO Senf mittelscharf, 250 ml",194373,0.5189999938011169
"Alio Geschirr-Reiniger-Pulver Compact 1,8kg",BIO Äpfel Krumme Dinger aus Deutschland 1kg,509949,0.5149999856948853
"Alio Geschirr-Reiniger-Pulver Compact 1,8kg","MEINE KÄSETHEKE Irischer Cheddar Scheiben, 175g; restl. Sorten 200g",202503,0.4850000143051147
Alio Regenerier-Salz für Spülmaschinen,"WILTMAANN Genießer-Teller, verschiedene Sorten, 80 g, PK",534077,0.527999997138977
Alio Regenerier-Salz für Spülmaschinen,"Apfel Gala Klasse: 1kg, Ursprung: s. Etikett",307345,0.4909999966621399
Alio Regenerier-Salz für Spülmaschinen,"ZESPRI Kiwi grün Klasse I, 1. 4er-Packung, Ursprung: s Etikett, PK",282384,0.4740000069141388
Alio Regenerier-Salz für Spülmaschinen,"ALMARE SEAFOOD Räucherlachs, 200 g",107223,0.4650000035762787
Alio Regenerier-Salz für Spülmaschinen,"Schultenbräu Naturtrübes Radler 0,5l",200272,0.4199999868869781
Flying Power Energy Drink sort.,"NATÜR LIEBLINGE Buschbohnen Klasse: I, 400g, Ursprung: s. Etikett",230316,0.4569999873638153
Flying Power Energy Drink sort.,PICKERD Dekor-Aufleger Blüten 8 g,666206,0.4320000112056732
Flying Power Energy Drink sort.,"LANDFRIEDE Gewalztee Bandnudeln, glattrigedelt",194462,0.4079999923706055
Flying Power Energy Drink sort.,WONNEMEYER Baguette mit Kräuter- oder Knobl.-butter 175g,211807,0.3959999978542328
Flying Power Energy Drink sort.,"Schultenbräu Naturtrübes Radler 0,5l",200272,0.3770000040531158
Flying Power Energy Drink sort.,"NATÜR LIEBLINGE Buschbohnen Klasse: I, 400g, Ursprung: s. Etikett",230316,0.4569999873638153
Flying Power Energy Drink sort.,PICKERD Dekor-Aufleger Blüten 8 g,666206,0.4320000112056732
Flying Power Energy Drink sort.,"LANDFRIEDE Gewalztee Bandnudeln, glattrigedelt",194462,0.4079999923706055
Flying Power Energy Drink sort.,WONNEMEYER Baguette mit Kräuter- oder Knobl.-butter 175g,211807,0.3959999978542328
Flying Power Energy Drink sort.,"Schultenbräu Naturtrübes Radler 0,5l",200272,0.3770000040531158
Flying Power Energy-Drink 4er- Pack sort.,"BÜRGER Maultaschen Die Gerollten, 340 g",212057,0.4560000002384186
Flying Power Energy-Drink 4er- Pack sort.,"Mars/Snickers/Twix 5er Multipack 250g, 225g",194475,0.4560000002384186
Flying Power Energy-Drink 4er- Pack sort.,"HARIBO XXL Super Wumms oder Balla Balla 340g, 300g",653357,0.4149999916553497
Flying Power Energy-Drink 4er- Pack sort.,"Schultenbräu Naturtrübes Radler 0,5l",200272,0.4120000004768372
Flying Power Energy-Drink 4er- Pack sort.,ROI DE TREFLE Frz. Camembert 250g,204232,0.4090000092983246
Flying Power Energy Drink Flavours sort.,"NATÜR LIEBLINGE Buschbohnen Klasse: I, 400g, Ursprung: s. Etikett",230316,0.4589999914169312
Flying Power Energy Drink Flavours sort.,"Dill Bund, 120g, Ursprung: s. Etikett",585331,0.4239999949932098
Flying Power Energy Drink Flavours sort.,"Roku Japanese Craft Gin, 43% vol, 0,7 Liter, BO",454834,0.4020000100135803
Flying Power Energy Drink Flavours sort.,WONNEMEYER Baguette mit Kräuter- oder Knobl.-butter 175g,211807,0.3959999978542328
Flying Power Energy Drink Flavours sort.,"Schultenbräu Naturtrübes Radler 0,5l",200272,0.3840000033378601
River Cola koffeinhaltig Dose,"Karls Krone Helles Alkoholfrei 0,5l",648432,0.4659999907016754
River Cola koffeinhaltig Dose,"SCHULTENBRÄU weißer Mix Grapefruit alkoholfrei 0,5l",182867,0.4659999907016754
River Cola koffeinhaltig Dose,Nur Nur Natur Bio Büffelmozzarella 125g,579966,0.4659999907016754
River Cola koffeinhaltig Dose,CHOCEUR Schokoladen Vielfalt verschiedene sorten,279037,0.4550000131130219
River Cola koffeinhaltig Dose,MILSANI Fruchtjoghurt 1kg verschiedene Sorten,594484,0.4429999887943268
River Cola koffeinhaltig Dose,"Karls Krone Helles Alkoholfrei 0,5l",648432,0.4659999907016754
River Cola koffeinhaltig Dose,"SCHULTENBRÄU weißer Mix Grapefruit alkoholfrei 0,5l",182867,0.4659999907016754
River Cola koffeinhaltig Dose,Nur Nur Natur Bio Büffelmozzarella 125g,579966,0.4659999907016754
River Cola koffeinhaltig Dose,CHOCEUR Schokoladen Vielfalt verschiedene sorten,279037,0.4550000131130219
River Cola koffeinhaltig Dose,MILSANI Fruchtjoghurt 1kg verschiedene Sorten,594484,0.4429999887943268
River Cola Zero koffeinhaltig Dose,BARISSIMO Kaffee-Pads Entkoffeiniert 140g,445298,0.5109999775886536
River Cola Zero koffeinhaltig Dose,"Karls Krone Helles Alkoholfrei 0,5l",648432,0.4720000028610229
River Cola Zero koffeinhaltig Dose,"SCHULTENBRÄU weißer Mix Grapefruit alkoholfrei 0,5l",182867,0.4519999921321869
River Cola Zero koffeinhaltig Dose,CHOCEUR Schokoladen Vielfalt verschiedene sorten,279037,0.4420000016689301
River Cola Zero koffeinhaltig Dose,"KARLS KRONE Alkoholfreies Radler 0,5l",266949,0.4079999923706055
River Cola Zero koffeinhaltig Dose,BARISSIMO Kaffee-Pads Entkoffeiniert 140g,445298,0.5109999775886536
River Cola Zero koffeinhaltig Dose,"Karls Krone Helles Alkoholfrei 0,5l",648432,0.4720000028610229
River Cola Zero koffeinhaltig Dose,"SCHULTENBRÄU weißer Mix Grapefruit alkoholfrei 0,5l",182867,0.4519999921321869
River Cola Zero koffeinhaltig Dose,CHOCEUR Schokoladen Vielfalt verschiedene sorten,279037,0.4420000016689301
River Cola Zero koffeinhaltig Dose,"KARLS KRONE Alkoholfreies Radler 0,5l",266949,0.4079999923706055
Flirt Orange/ Zitrone sort. Dose,"FLIRTEA Izetea verschiedene Sorten, 0,70/Liter",540390,0.6650000214576721
Flirt Orange/ Zitrone sort. Dose,FUNNY FRISCH Spezialitäten verschiedene Sorten,592189,0.515999972820282
Flirt Orange/ Zitrone sort. Dose,LE GUSTO Fix Spaghetti Bolognese 37g,435076,0.4490000009536743
Flirt Orange/ Zitrone sort. Dose,"Flavoured Gin Pink Gin bzw. Orange Gin, 37,5 % vol, 0,7 Liter, BO",627343,0.4289999902248383
Flirt Orange/ Zitrone sort. Dose,"Gut drei Eichen Mini Teller, verschiedene Sorten, PK",203990,0.4210000038146973
Rio d´oro Apfelschorle 60% Fruchtgehalt,RIO D'ORO Orangendirektsaft 1 Liter,280132,0.6150000095367432
Rio d´oro Apfelschorle 60% Fruchtgehalt,"Zwiebeln rot Klasse: II, 500g, Ursprung: s. Etikett",228787,0.5450000166893005
Rio d´oro Apfelschorle 60% Fruchtgehalt,"Petersilie glatt Bund, 200g, Ursprung: s. Etikett",511995,0.5410000085830688
Rio d´oro Apfelschorle 60% Fruchtgehalt,"GOURMET FINEST CUISINE Oliven Spezialitäten fruchtig 110g, exotisch 100g, zimtig 90g",504004,0.5379999876022339
Rio d´oro Apfelschorle 60% Fruchtgehalt,"Finca Sobreño Crianza Toro DO Spanien, trocken, 750 ml",532119,0.5109999775886536
Rio d´oro Apfelschorle 60% Fruchtgehalt,RIO D'ORO Orangendirektsaft 1 Liter,280132,0.6150000095367432
Rio d´oro Apfelschorle 60% Fruchtgehalt,"Zwiebeln rot Klasse: II, 500g, Ursprung: s. Etikett",228787,0.5450000166893005
Rio d´oro Apfelschorle 60% Fruchtgehalt,"Petersilie glatt Bund, 200g, Ursprung: s. Etikett",511995,0.5410000085830688
Rio d´oro Apfelschorle 60% Fruchtgehalt,"GOURMET FINEST CUISINE Oliven Spezialitäten fruchtig 110g, exotisch 100g, zimtig 90g",504004,0.5379999876022339
Rio d´oro Apfelschorle 60% Fruchtgehalt,"Finca Sobreño Crianza Toro DO Spanien, trocken, 750 ml",532119,0.5109999775886536
Gut Bio Bio Apfelschorle,"GUT BIO Bio-Antipasti, verschiedene Sorten",459212,0.7870000004768372
Gut Bio Bio Apfelschorle,GUT BIO Bio- Knusperriegel verschiedene Sorten,548463,0.7639999985694885
Gut Bio Bio Apfelschorle,GUT BIO Bio-Feta 200 g,202291,0.7620000243186951
Gut Bio Bio Apfelschorle,Gut bio Bio-Gemüsesortiment versch. Sorten,584724,0.7540000081062317
Gut Bio Bio Apfelschorle,GUT BIO Bio-Buttergemüse 300g,564818,0.7450000047683716
Rio d'oro Apfelsaft aus Apfelsaftkonzentrat klar,RIO D'ORO Blutorangendirektsaft 1 Liter,279409,0.6200000047683716
Rio d'oro Apfelsaft aus Apfelsaftkonzentrat klar,RIO D'ORO Orangendirektsaft 1 Liter,280132,0.5899999737739563
Rio d'oro Apfelsaft aus Apfelsaftkonzentrat klar,"SCHULTENBRÄU weißer Mix Grapefruit alkoholfrei 0,5l",182867,0.5370000004768372
Rio d'oro Apfelsaft aus Apfelsaftkonzentrat klar,"REHM Ofen-Fleischkäse Fein, Pizza, 220 g, PK",278731,0.5360000133514404
Rio d'oro Apfelsaft aus Apfelsaftkonzentrat klar,"Gordon's 0,0 Alkoholfrei, 1 Flasche Schweppes Indian Tonic gratis, 0,7 Liter",634355,0.5339999794960022
Rio d´oro Apfeldirektsaft-Naturtrüb 100%Fruchtg.,RIO D'ORO Orangendirektsaft 1 Liter,280132,0.699999988079071
Rio d´oro Apfeldirektsaft-Naturtrüb 100%Fruchtg.,RIO D'ORO Blutorangendirektsaft 1 Liter,279409,0.6869999766349792
Rio d´oro Apfeldirektsaft-Naturtrüb 100%Fruchtg.,MILSANI Kaffeesahne 20er 200 g,202678,0.5870000123977661
Rio d´oro Apfeldirektsaft-Naturtrüb 100%Fruchtg.,"SCHULTENBRÄU weißer Mix Grapefruit alkoholfrei 0,5l",182867,0.5249999761581421
Rio d´oro Apfeldirektsaft-Naturtrüb 100%Fruchtg.,"GOURMET FINEST CUISINE Oliven Spezialitäten fruchtig 110g, exotisch 100g, zimtig 90g",504004,0.5120000243186951
Nur Nur Natur Bio Eistee Alpenkräuter Naturland,HUR NUR NATUR Bio-Spaghetti Dinkel,486241,0.7379999756813049
Nur Nur Natur Bio Eistee Alpenkräuter Naturland,Nur Nur Natur Bio-Heujuwel 200 g,487852,0.7300000190734863
Nur Nur Natur Bio Eistee Alpenkräuter Naturland,GUT BIO Naturland Hirtenkäse 200g,528084,0.6320000290870667
Nur Nur Natur Bio Eistee Alpenkräuter Naturland,GARDENLINE Rasensamen für trockene Landschaften,627981,0.5950000286102295
Nur Nur Natur Bio Eistee Alpenkräuter Naturland,"MY VAY Vegane Vielfalt, verschiedene Sorten",549562,0.5699999928474426
Nur Nur Natur Bio Ingwer Shot Naturland sort.,Nur Nur Natur Bio-Heujuwel 200 g,487852,0.7350000143051147
Nur Nur Natur Bio Ingwer Shot Naturland sort.,HUR NUR NATUR Bio-Spaghetti Dinkel,486241,0.7300000190734863
Nur Nur Natur Bio Ingwer Shot Naturland sort.,"MY VAY Vegane Vielfalt, verschiedene Sorten",549562,0.6320000290870667
Nur Nur Natur Bio Ingwer Shot Naturland sort.,GARDENLINE Rasensamen für trockene Landschaften,627981,0.6230000257492065
Nur Nur Natur Bio Ingwer Shot Naturland sort.,Milka Pralinen verschiedene Sorten,194481,0.6209999918937683
Nur Nur Natur Bio Gemüsesäfte Naturland sort.,HUR NUR NATUR Bio-Spaghetti Dinkel,486241,0.703000009059906
Nur Nur Natur Bio Gemüsesäfte Naturland sort.,Nur Nur Natur Bio-Heujuwel 200 g,487852,0.6949999928474426
Nur Nur Natur Bio Gemüsesäfte Naturland sort.,GARDENLINE Rasensamen für trockene Landschaften,627981,0.6449999809265137
Nur Nur Natur Bio Gemüsesäfte Naturland sort.,"MY VAY Vegane Vielfalt, verschiedene Sorten",549562,0.6140000224113464
Nur Nur Natur Bio Gemüsesäfte Naturland sort.,Milka Pralinen verschiedene Sorten,194481,0.5640000104904175
Nur Nur Natur Bio Orangensaft Naturland,HUR NUR NATUR Bio-Spaghetti Dinkel,486241,0.722000002861023
Nur Nur Natur Bio Orangensaft Naturland,Nur Nur Natur Bio-Heujuwel 200 g,487852,0.6890000104904175
Nur Nur Natur Bio Orangensaft Naturland,GARDENLINE Rasensamen für trockene Landschaften,627981,0.6240000128746033
Nur Nur Natur Bio Orangensaft Naturland,"MY VAY Vegane Vielfalt, verschiedene Sorten",549562,0.5770000219345093
Nur Nur Natur Bio Orangensaft Naturland,Milka Pralinen verschiedene Sorten,194481,0.5440000295639038
Nur Nur Natur Apfeldirektsaft naturtrüb Naturland,GARDENLINE Rasensamen für trockene Landschaften,627981,0.6119999885559082
Nur Nur Natur Apfeldirektsaft naturtrüb Naturland,"Nur Nur Natur Bio griechische Oliven mariniert, verschiedene Sorten",582786,0.5899999737739563
Nur Nur Natur Apfeldirektsaft naturtrüb Naturland,CHOCEUR Schokoladen Vielfalt verschiedene sorten,279037,0.5699999928474426
Nur Nur Natur Apfeldirektsaft naturtrüb Naturland,"MY VAY Vegane Vielfalt, verschiedene Sorten",549562,0.5590000152587891
Nur Nur Natur Apfeldirektsaft naturtrüb Naturland,ASIA GREEN GARDEN Frühlingsrollen verschiedene Sorten,191608,0.503000020980835
Bio Orangendirektsaft,BIO Bio-Agavendicksaft 360ml,589495,0.7300000190734863
Bio Orangendirektsaft,BIO Bio-Orangensaft 1 Liter,585969,0.7059999704360962
Bio Orangendirektsaft,"Bio Orangen, Klasse I, Sorte: S, Etikett: 1 kg, Schale zum Verzehr geeignet, Ursprung: s. Etikett",482262,0.6110000014305115
Bio Orangendirektsaft,"Bio Emmer-Pasta Vollkorn Spirale, Penne, 500g",567593,0.5789999961853027
Bio Orangendirektsaft,"Bio-Leberpastete verschiedene Sorten, PK",566336,0.5659999847412109
Bio Traubendirektsaft,BIO Bio-Agavendicksaft 360ml,589495,0.7419999837875366
Bio Traubendirektsaft,BIO Bio-Orangensaft 1 Liter,585969,0.6679999828338623
Bio Traubendirektsaft,Bio-Dinkelvollkorn-Krusti,596552,0.6320000290870667
Bio Traubendirektsaft,"Bio-Leberpastete verschiedene Sorten, PK",566336,0.6290000081062317
Bio Traubendirektsaft,BIO Bio-Dinkelnudeln verschiedene Sorten,654576,0.5870000123977661
Bio Apfel Direktsaft naturtrüb,BIO Bio-Agavendicksaft 360ml,589495,0.7089999914169312
Bio Apfel Direktsaft naturtrüb,BIO Bio-Orangensaft 1 Liter,585969,0.6600000262260437
Bio Apfel Direktsaft naturtrüb,"Bio-Leberpastete verschiedene Sorten, PK",566336,0.6340000033378601
Bio Apfel Direktsaft naturtrüb,"Bio Senf Mittelscharf oder Scharf, 160 ml",575987,0.6230000257492065
Bio Apfel Direktsaft naturtrüb,"Bio Emmer-Pasta Vollkorn Spirale, Penne, 500g",567593,0.597000002861023
Gut Bio Bio Gartensaft sort.,GUT BIO Bio-Feta 200 g,202291,0.7170000076293945
Gut Bio Bio Gartensaft sort.,GUT BIO Bio-Buttergemüse 300g,564818,0.7170000076293945
Gut Bio Bio Gartensaft sort.,"GUT BIO Bio-Antipasti, verschiedene Sorten",459212,0.7080000042915344
Gut Bio Bio Gartensaft sort.,Gut bio Bio-Gemüsesortiment versch. Sorten,584724,0.6990000009536743
Gut Bio Bio Gartensaft sort.,GUT BIO Bio- Knusperriegel verschiedene Sorten,548463,0.6899999976158142
Rio d´oro Milde Säfte sort.,"MILSANI Deutscher Camembert, 125 g",589036,0.5659999847412109
Rio d´oro Milde Säfte sort.,Weltmeister- Chia-Brötchen,187626,0.5260000228881836
Rio d´oro Milde Säfte sort.,"VALENSINA Einfach Schorle, Apfel-Zitrone, Apfel-Kirsche, BO",657328,0.5239999890327454
Rio d´oro Milde Säfte sort.,Obstknoten- beutel,212268,0.5199999809265137
Rio d´oro Milde Säfte sort.,ALMARE SEAFOOD Thunfisch in Sonnenblumenöl 195g,309666,0.488999992609024
